"School Year","Division Number","Division Name","School Number","School Name","Subject","Race","Gender","Disadvantaged","English Learner","Migrant","Homeless","Military","Foster Care","Disabled","Test Source","Pass Rate"
"2017-2018","2","Albemarle County","1060","Albemarle County Community Public Charter","English:Reading","Hispanic","F","Y","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","1060","Albemarle County Community Public Charter","Mathematics","Hispanic","F","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1060","Albemarle County Community Public Charter","English:Reading","White, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1060","Albemarle County Community Public Charter","English:Writing","White, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","1060","Albemarle County Community Public Charter","Mathematics","White, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1060","Albemarle County Community Public Charter","Science","White, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","1060","Albemarle County Community Public Charter","English:Reading","White, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1060","Albemarle County Community Public Charter","English:Reading","White, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1060","Albemarle County Community Public Charter","English:Writing","White, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1060","Albemarle County Community Public Charter","Mathematics","White, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1060","Albemarle County Community Public Charter","Mathematics","White, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1060","Albemarle County Community Public Charter","Science","White, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Reading","Asian","F","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Reading","Asian","M","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Writing","Asian","F","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Writing","Asian","M","N","N","N","N","N","N","N","SOL","92.31"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","Asian","F","N","N","N","N","N","N","N","SOL","92.50"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","Asian","M","N","N","N","N","N","N","N","SOL","91.67"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","Asian","F","N","N","N","N","N","N","N","SOL","95.00"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","Asian","M","N","N","N","N","N","N","N","SOL","95.00"
"2017-2018","2","Albemarle County","880","Albemarle High","Science","Asian","F","N","N","N","N","N","N","N","SOL","96.67"
"2017-2018","2","Albemarle County","880","Albemarle High","Science","Asian","M","N","N","N","N","N","N","N","SOL","96.67"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","Asian","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","Asian","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","Science","Asian","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","Asian","M","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","880","Albemarle High","Science","Asian","M","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Reading","Asian","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Writing","Asian","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Writing","Asian","M","N","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","Asian","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","Asian","M","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","Asian","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","Asian","M","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","Science","Asian","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","Science","Asian","M","N","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Reading","Black, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","90.91"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Reading","Black, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Writing","Black, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","81.82"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Writing","Black, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","Black, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","75.00"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","Black, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","80.95"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","Black, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","69.23"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","Black, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","68.18"
"2017-2018","2","Albemarle County","880","Albemarle High","Science","Black, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","86.21"
"2017-2018","2","Albemarle County","880","Albemarle High","Science","Black, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","63.16"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Reading","Black, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Reading","Black, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Writing","Black, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Writing","Black, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","Black, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","Black, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","Black, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","Black, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","880","Albemarle High","Science","Black, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","880","Albemarle High","Science","Black, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","Black, not of Hispanic origin","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Reading","Hispanic","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Reading","Hispanic","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Writing","Hispanic","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Writing","Hispanic","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","Hispanic","F","N","N","N","N","N","N","N","SOL","79.17"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","Hispanic","M","N","N","N","N","N","N","N","SOL","85.00"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","Hispanic","F","N","N","N","N","N","N","N","SOL","84.21"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","Hispanic","M","N","N","N","N","N","N","N","SOL","78.57"
"2017-2018","2","Albemarle County","880","Albemarle High","Science","Hispanic","F","N","N","N","N","N","N","N","SOL","95.45"
"2017-2018","2","Albemarle County","880","Albemarle High","Science","Hispanic","M","N","N","N","N","N","N","N","SOL","86.67"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","Hispanic","M","N","N","N","N","Y","N","N","SOL","<50"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","Hispanic","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","Science","Hispanic","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","Hispanic","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","Hispanic","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","Science","Hispanic","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Reading","Hispanic","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Reading","Hispanic","M","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Writing","Hispanic","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Writing","Hispanic","M","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","Hispanic","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","Hispanic","M","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","Hispanic","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","Hispanic","M","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","Science","Hispanic","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","Science","Hispanic","M","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Reading","Hispanic","M","N","Y","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Writing","Hispanic","M","N","Y","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","Hispanic","F","N","Y","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","Hispanic","M","N","Y","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","Hispanic","F","N","Y","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","Hispanic","M","N","Y","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","880","Albemarle High","Science","Hispanic","F","N","Y","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","Science","Hispanic","M","N","Y","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Reading","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","97.20"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Reading","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","97.48"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Writing","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","96.30"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Writing","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","88.82"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","92.24"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","88.14"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","81.19"
"2017-2018","2","Albemarle County","880","Albemarle High","Science","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","94.62"
"2017-2018","2","Albemarle County","880","Albemarle High","Science","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","94.50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Reading","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Reading","White, not of Hispanic origin","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Writing","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","English:Writing","White, not of Hispanic origin","M","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","History and Social Science","White, not of Hispanic origin","M","N","N","N","N","Y","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","880","Albemarle High","Mathematics","White, not of Hispanic origin","M","N","N","N","N","Y","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","880","Albemarle High","Science","White, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
