ID,Category,Total,With State Certification
510225000926,Teachers employed during current school year,1.02,
510225000926,Teachers employed during both the current and previous school year,0.97,
510225000926,High-School Counselors,1,
510225000926,Total enrollment,,
510225000928,Classroom Teachers,1,0.99
510225000928,Classroom teachers in their first year of teaching,0.01,
510225000928,Classroom teachers in their second year of teaching,0.07,
510225000928,Teachers absent more than 10 days of the school year,0.15,
510225000928,Teachers employed during current school year,1.01,
510225000928,Teachers employed during both the current and previous school year,0.9,
510225000928,High-School Counselors,1,
510225000928,Total enrollment,,
510225000929,Classroom Teachers,1,1
510225000929,Classroom teachers in their first year of teaching,0,
510225000929,Classroom teachers in their second year of teaching,0.04,
510225000929,Teachers absent more than 10 days of the school year,0.13,
510225000929,Teachers employed during current school year,1,
510225000929,Teachers employed during both the current and previous school year,0.92,
510225000929,High-School Counselors,1,
510225000929,Total enrollment,,
510225000930,Classroom Teachers,1,0.97
510225000930,Classroom teachers in their first year of teaching,0,
510225000930,Classroom teachers in their second year of teaching,0.03,
510225000930,Teachers absent more than 10 days of the school year,0.05,
510225000930,Teachers employed during current school year,1.01,
510225000930,Teachers employed during both the current and previous school year,0.96,
510225000930,High-School Counselors,1,
510225000930,Total enrollment,,
510225000931,Classroom Teachers,1,1
510225000931,Classroom teachers in their first year of teaching,0.01,
510225000931,Classroom teachers in their second year of teaching,0.04,
510225000931,Teachers absent more than 10 days of the school year,0.11,
510225000931,Teachers employed during current school year,1.01,
510225000931,Teachers employed during both the current and previous school year,0.95,
510225000931,High-School Counselors,1,
510225000931,Total enrollment,,
510225000932,Classroom Teachers,1,1
510225000932,Classroom teachers in their first year of teaching,0.02,
510225000932,Classroom teachers in their second year of teaching,0.18,
510225000932,Teachers absent more than 10 days of the school year,0.16,
510225000932,Teachers employed during current school year,1,
510225000932,Teachers employed during both the current and previous school year,0.89,
510225000932,High-School Counselors,1,
510225000932,Total enrollment,,
510264001063,Classroom Teachers,1,0.95
510264001063,Classroom teachers in their first year of teaching,0.02,
510264001063,Classroom teachers in their second year of teaching,0.04,
510264001063,Teachers absent more than 10 days of the school year,0.31,
510264001063,Teachers employed during current school year,1,
510264001063,Teachers employed during both the current and previous school year,0.93,
510264001063,High-School Counselors,1,
510264001063,Total enrollment,,
510264001065,Classroom Teachers,1,1
510264001065,Classroom teachers in their first year of teaching,0.16,
510264001065,Classroom teachers in their second year of teaching,0.14,
510264001065,Teachers absent more than 10 days of the school year,0.38,
510264001065,Teachers employed during current school year,1,
510264001065,Teachers employed during both the current and previous school year,0.81,
510264001065,High-School Counselors,1,
510264001065,Total enrollment,,
510264001068,Classroom Teachers,1,1
510264001068,Classroom teachers in their first year of teaching,0.08,
510264001068,Classroom teachers in their second year of teaching,0.06,
510264001068,Teachers absent more than 10 days of the school year,0.5,
510264001068,Teachers employed during current school year,1,
510264001068,Teachers employed during both the current and previous school year,0.89,
510264001068,High-School Counselors,1,
510264001068,Total enrollment,,
510264001070,Classroom Teachers,1,1
510264001070,Classroom teachers in their first year of teaching,0.03,
510264001070,Classroom teachers in their second year of teaching,0.03,
510264001070,Teachers absent more than 10 days of the school year,0.26,
510264001070,Teachers employed during current school year,1,
510264001070,Teachers employed during both the current and previous school year,0.8,
510264001070,High-School Counselors,1,
510264001070,Total enrollment,,
510264001071,Classroom Teachers,1,1
510264001071,Classroom teachers in their first year of teaching,0.09,
510264001071,Classroom teachers in their second year of teaching,0.02,
510264001071,Teachers absent more than 10 days of the school year,0.4,
510264001071,Teachers employed during current school year,1,
510264001071,Teachers employed during both the current and previous school year,0.84,
510264001071,High-School Counselors,1,
510264001071,Total enrollment,,
510264001072,Classroom Teachers,1,1
510264001072,Classroom teachers in their first year of teaching,0.03,
510264001072,Classroom teachers in their second year of teaching,0.08,
510264001072,Teachers absent more than 10 days of the school year,0.36,
510264001072,Teachers employed during current school year,1,
510264001072,Teachers employed during both the current and previous school year,0.83,
510264001072,High-School Counselors,1,
510264001072,Total enrollment,,
510264001074,Classroom Teachers,1,0.97
510264001074,Classroom teachers in their first year of teaching,0.11,
510264001074,Classroom teachers in their second year of teaching,0.05,
510264001074,Teachers absent more than 10 days of the school year,0.37,
510264001074,Teachers employed during current school year,1,
510264001074,Teachers employed during both the current and previous school year,0.84,
510264001074,High-School Counselors,1,
510264001074,Total enrollment,,
510264001075,Classroom Teachers,1,1
510264001075,Classroom teachers in their first year of teaching,0.08,
510264001075,Classroom teachers in their second year of teaching,0.05,
510264001075,Teachers absent more than 10 days of the school year,0.32,
510264001075,Teachers employed during current school year,1,
510264001075,Teachers employed during both the current and previous school year,0.89,
510264001075,High-School Counselors,1,
510264001075,Total enrollment,,
510264001076,Classroom Teachers,1,0.94
510264001076,Classroom teachers in their first year of teaching,0.06,
510264001076,Classroom teachers in their second year of teaching,0.04,
